RunDate,RunTime,ISO,UtilityId,PremiseId,Year,RateClass,Strata,MType,RecipeICap
2016-11-07,18:10,NYISO,CONED,655008210005030,2015,9,43.9,DMD,53.8075
2016-11-07,18:10,NYISO,CONED,655008210005030,2016,9,43.9,DMD,8.32098
2016-11-07,18:10,NYISO,CONED,666046052500004,2015,9,23.2,DMD,23.7645
2016-11-07,18:10,NYISO,CONED,666046052500004,2016,9,23.2,DMD,8.76631
2016-11-07,18:10,NYISO,CONED,666294210000000,2015,9,14,DMD,10.3912
2016-11-07,18:10,NYISO,CONED,666294210000000,2016,9,14,DMD,8.44228
2016-11-07,18:10,NYISO,CONED,666352863500005,2015,9,23.5,DMD,23.2226
2016-11-07,18:10,NYISO,CONED,666352863500005,2016,9,23.5,DMD,19.5809
2016-11-07,18:10,NYISO,CONED,677007188500000,2015,9,9.8,DMD,16.0031
2016-11-07,18:10,NYISO,CONED,677007188500000,2016,9,9.8,DMD,2.40916
2016-11-07,18:10,NYISO,CONED,677700200000013,2015,9,13.8,DMD,8.46541
2016-11-07,18:10,NYISO,CONED,677700200000013,2016,9,13.8,DMD,12.8996
2016-11-07,18:10,NYISO,CONED,611025043000007,2016,9,9.6,DMD,3.24154
2016-11-07,18:10,NYISO,CONED,611402198515040,2015,2,7916,DMD,6.25206
2016-11-07,18:10,NYISO,CONED,611402198515040,2016,2,7916,DMD,4.21012
2016-11-07,18:10,NYISO,CONED,611402198547043,2015,2,1388,DMD,0.955176
2016-11-07,18:10,NYISO,CONED,611402198547043,2016,2,1388,DMD,0.609877
2016-11-07,18:10,NYISO,CONED,266890485500022,2015,9,12.1,DMD,13.3359
2016-11-07,18:10,NYISO,CONED,266890485500022,2016,9,12.1,DMD,2.26856
2016-11-07,18:10,NYISO,CONED,314955039500059,2016,9,60,DMD,22.0187
2016-11-07,18:10,NYISO,CONED,252544076000001,2015,9,29.1,DMD,29.8958
2016-11-07,18:10,NYISO,CONED,252544076000001,2016,9,29.1,DMD,3.58582
2016-11-07,18:10,NYISO,CONED,415041245923001,2015,9,4171,DMD,3.24701
2016-11-07,18:10,NYISO,CONED,415041245923001,2016,9,4171,DMD,3.30391
2016-11-07,18:10,NYISO,CONED,431119063000076,2015,9,19.9,DMD,5.06414
2016-11-07,18:10,NYISO,CONED,431119063000076,2016,9,19.9,DMD,1.05749
2016-11-07,18:10,NYISO,CONED,211350062128008,2016,9,22.8,DMD,2.52819
2016-11-07,18:10,NYISO,CONED,266220524500009,2016,9,6.7,DMD,1.54721
2016-11-07,18:10,NYISO,CONED,266220524500009,2015,9,6.7,DMD,9.27716
2016-11-07,18:10,NYISO,CONED,511437337000018,2015,2,958,DMD,0.353677
2016-11-07,18:10,NYISO,CONED,511437337000018,2016,2,958,DMD,0.135613
2016-11-07,18:10,NYISO,CONED,511437337100024,2016,2,37,DMD,0.00818217
2016-11-07,18:10,NYISO,CONED,555617034800029,2015,1,6544,DMD,7.05612
2016-11-07,18:10,NYISO,CONED,555617034800029,2016,1,6544,DMD,1.45855
2016-11-07,18:10,NYISO,CONED,588910041200023,2015,9,13.6,DMD,0.
2016-11-07,18:10,NYISO,CONED,588910041200023,2016,9,13.6,DMD,0.
2016-11-07,18:10,NYISO,CONED,233574154500022,2015,1,12264,DMD,2.60317
2016-11-07,18:10,NYISO,CONED,233574154500022,2016,1,12264,DMD,3.26163
2016-11-07,18:10,NYISO,CONED,233907732400093,2015,9,56,DMD,62.157
2016-11-07,18:10,NYISO,CONED,233907732400093,2016,9,56,DMD,41.6295
2016-11-07,18:10,NYISO,CONED,301147011510000,2015,2,8.2,DMD,1.55599
2016-11-07,18:10,NYISO,CONED,301147011510000,2016,2,8.2,DMD,0.222412
2016-11-07,18:10,NYISO,CONED,696021100801005,2015,9,88,DMD,75.143
2016-11-07,18:10,NYISO,CONED,696021100801005,2016,9,88,DMD,71.3481
2016-11-07,18:10,NYISO,CONED,302063180582127,2015,9,8.8,DMD,9.09104
2016-11-07,18:10,NYISO,CONED,302063180582127,2016,9,8.8,DMD,2.07482
2016-11-07,18:10,NYISO,CONED,313463023000054,2016,9,18.4,DMD,4.70797
2016-11-07,18:10,NYISO,CONED,313463023000054,2015,9,18.4,DMD,20.1778
2016-11-07,18:10,NYISO,CONED,302207273020012,2016,2,985,DMD,0.562254
2016-11-07,18:10,NYISO,CONED,302207273020012,2015,2,985,DMD,1.03804
2016-11-07,18:10,NYISO,CONED,302207273040051,2015,9,10.7,DMD,6.22824
2016-11-07,18:10,NYISO,CONED,302207273040051,2016,9,10.7,DMD,3.24574
2016-11-07,18:10,NYISO,CONED,314197061300021,2015,9,49.6,DMD,60.3016
2016-11-07,18:10,NYISO,CONED,314197061300021,2016,9,49.6,DMD,60.8615
2016-11-07,18:10,NYISO,CONED,677512813000003,2015,9,16.2,DMD,18.6852
2016-11-07,18:10,NYISO,CONED,677512813000003,2016,9,16.2,DMD,1.29958
2016-11-07,18:10,NYISO,CONED,522408053120006,2015,9,13.7,DMD,6.01302
2016-11-07,18:10,NYISO,CONED,522408053120006,2016,9,13.7,DMD,2.2267
2016-11-07,18:10,NYISO,CONED,442129054000016,2015,9,57.1,DMD,38.678
2016-11-07,18:10,NYISO,CONED,442129054000016,2016,9,57.1,DMD,5.41036
2016-11-07,18:10,NYISO,CONED,442129054020014,2015,9,66.4,DMD,43.9939
2016-11-07,18:10,NYISO,CONED,442129054020014,2016,9,66.4,DMD,5.50528
2016-11-07,18:10,NYISO,CONED,452611052700017,2015,9,23.7,DMD,25.9761
2016-11-07,18:10,NYISO,CONED,452611052700017,2016,9,23.7,DMD,13.5795
2016-11-07,18:10,NYISO,CONED,494121206500008,2016,9,272,DMD,91.4895
2016-11-07,18:10,NYISO,CONED,494121206500008,2015,9,272,DMD,347.894
2016-11-07,18:10,NYISO,CONED,522102034500002,2015,2,1994,DMD,5.65883
2016-11-07,18:10,NYISO,CONED,522102034500002,2016,2,1994,DMD,1.39611
2016-11-07,18:10,NYISO,CONED,577524656520006,2015,9,9.6,DMD,8.84192
2016-11-07,18:10,NYISO,CONED,577524656520006,2016,9,9.6,DMD,1.51408
2016-11-07,18:10,NYISO,CONED,622008073900004,2016,9,110.1,DMD,44.5076
2016-11-07,18:10,NYISO,CONED,622008115500036,2015,9,12.4,DMD,3.58271
2016-11-07,18:10,NYISO,CONED,622008115500036,2016,9,12.4,DMD,3.21066
2016-11-07,18:10,NYISO,CONED,622012053700004,2016,2,411,DMD,1.032
2016-11-07,18:10,NYISO,CONED,622012053700004,2015,2,411,DMD,0.92587
2016-11-07,18:10,NYISO,CONED,666232026700165,2015,9,21.9,DMD,23.9243
2016-11-07,18:10,NYISO,CONED,666232026700165,2016,9,21.9,DMD,6.42161
2016-11-07,18:10,NYISO,CONED,666338102200028,2015,9,24.7,DMD,30.1508
2016-11-07,18:10,NYISO,CONED,666338102200028,2016,9,24.7,DMD,12.6796
2016-11-07,18:10,NYISO,CONED,666444045203002,2016,2,1123,DMD,0.494102
2016-11-07,18:10,NYISO,CONED,666444045203002,2015,2,1123,DMD,0.811752
2016-11-07,18:10,NYISO,CONED,700625707010010,2015,9,22.8,DMD,31.6583
2016-11-07,18:10,NYISO,CONED,700625707010010,2016,9,22.8,DMD,11.338
2016-11-07,18:10,NYISO,CONED,412226130000006,2015,2,941,DMD,0.695787
2016-11-07,18:10,NYISO,CONED,412226130000006,2016,2,941,DMD,0.69527
2016-11-07,18:10,NYISO,CONED,451129831501003,2015,2,3879,DMD,3.0392
2016-11-07,18:10,NYISO,CONED,451129831501003,2016,2,3879,DMD,2.06571
2016-11-07,18:10,NYISO,CONED,452109178000008,2015,9,45.6,DMD,47.3135
2016-11-07,18:10,NYISO,CONED,452109178000008,2016,9,45.6,DMD,20.8367
2016-11-07,18:10,NYISO,CONED,447021187500001,2015,9,5.4,DMD,6.37805
2016-11-07,18:10,NYISO,CONED,447021187500001,2016,9,5.4,DMD,5.88254
2016-11-07,18:10,NYISO,CONED,447021188000001,2015,9,38.2,DMD,38.0364
2016-11-07,18:10,NYISO,CONED,447021188000001,2016,9,38.2,DMD,43.6512
2016-11-07,18:10,NYISO,CONED,522119031330001,2016,2,1896,DMD,1.65444
2016-11-07,18:10,NYISO,CONED,522119031330001,2015,2,1896,DMD,2.35785
2016-11-07,18:10,NYISO,CONED,426011054500015,2015,2,337,DMD,0.448287
2016-11-07,18:10,NYISO,CONED,426011054500015,2016,2,337,DMD,0.0659529
2016-11-07,18:10,NYISO,CONED,433113105810004,2016,9,25.1,DMD,9.09905
2016-11-07,18:10,NYISO,CONED,433113105810004,2015,9,25.1,DMD,30.9078
2016-11-07,18:10,NYISO,CONED,211770150600057,2015,9,27.3,DMD,29.7282
2016-11-07,18:10,NYISO,CONED,211770150600057,2016,9,27.3,DMD,6.95334
2016-11-07,18:10,NYISO,CONED,434037596000057,2015,9,39.6,DMD,21.116
2016-11-07,18:10,NYISO,CONED,434037596000057,2016,9,39.6,DMD,6.10864
2016-11-07,18:10,NYISO,CONED,211794015012019,2015,9,176,DMD,228.218
2016-11-07,18:10,NYISO,CONED,211794015012019,2016,9,176,DMD,59.2551
2016-11-07,18:10,NYISO,CONED,688060300000018,2015,9,108,DMD,143.796
2016-11-07,18:10,NYISO,CONED,688060300000018,2016,9,108,DMD,26.4391
2016-11-07,18:10,NYISO,CONED,688060300200006,2015,9,83.5,DMD,96.4825
2016-11-07,18:10,NYISO,CONED,688060300200006,2016,9,83.5,DMD,24.1638
2016-11-07,18:10,NYISO,CONED,688060300500025,2015,9,44.7,DMD,55.1991
2016-11-07,18:10,NYISO,CONED,688060300500025,2016,9,44.7,DMD,7.6678
2016-11-07,18:10,NYISO,CONED,472027029200005,2015,1,44144,DMD,28.7682
2016-11-07,18:10,NYISO,CONED,472027029200005,2016,1,44144,DMD,29.3322
2016-11-07,18:10,NYISO,CONED,511905043000027,2016,9,12.4,DMD,1.21447
2016-11-07,18:10,NYISO,CONED,522301006700059,2015,9,21.1,DMD,7.17236
2016-11-07,18:10,NYISO,CONED,522301006700059,2016,9,21.1,DMD,7.75976
2016-11-07,18:10,NYISO,CONED,544543905000008,2015,9,6,DMD,3.67823
2016-11-07,18:10,NYISO,CONED,544543905000008,2016,9,6,DMD,3.35495
2016-11-07,18:10,NYISO,CONED,544543904500008,2016,9,10.1,DMD,6.44716
2016-11-07,18:10,NYISO,CONED,544543904500008,2015,9,10.1,DMD,8.26867
2016-11-07,18:10,NYISO,CONED,544851140500025,2015,2,2602,DMD,2.38597
2016-11-07,18:10,NYISO,CONED,544851140500025,2016,2,2602,DMD,0.850877
2016-11-07,18:10,NYISO,CONED,555546052000057,2015,9,7.9,DMD,6.75324
2016-11-07,18:10,NYISO,CONED,555546052000057,2016,9,7.9,DMD,2.06147
2016-11-07,18:10,NYISO,CONED,577310032504009,2016,9,21.3,DMD,0.
2016-11-07,18:10,NYISO,CONED,577310032504009,2015,9,21.3,DMD,0.
2016-11-07,18:10,NYISO,CONED,211328111500005,2015,9,14.7,DMD,10.203
2016-11-07,18:10,NYISO,CONED,211328111500005,2016,9,14.7,DMD,7.22999
2016-11-07,18:10,NYISO,CONED,437019418000009,2015,9,11.4,DMD,15.1914
2016-11-07,18:10,NYISO,CONED,437019418000009,2016,9,11.4,DMD,4.22996
2016-11-07,18:10,NYISO,CONED,302077054000008,2015,9,105.6,DMD,109.942
2016-11-07,18:10,NYISO,CONED,302077054000008,2016,9,105.6,DMD,46.301
2016-11-07,18:10,NYISO,CONED,313541332500011,2015,2,3402,DMD,2.20333
2016-11-07,18:10,NYISO,CONED,313541332500011,2016,2,3402,DMD,2.5214
2016-11-07,18:10,NYISO,CONED,313681543000003,2015,9,18.9,DMD,20.1778
2016-11-07,18:10,NYISO,CONED,313681543000003,2016,9,18.9,DMD,19.8542
2016-11-07,18:10,NYISO,CONED,313649094400005,2016,9,10.4,DMD,3.9608
2016-11-07,18:10,NYISO,CONED,313747009700004,2015,9,43.7,DMD,53.6514
2016-11-07,18:10,NYISO,CONED,313747009700004,2016,9,43.7,DMD,6.70457
2016-11-07,18:10,NYISO,CONED,325071365000032,2015,2,40,DMD,0.0300854
2016-11-07,18:10,NYISO,CONED,325071365000032,2016,2,40,DMD,0.00741649
2016-11-07,18:10,NYISO,CONED,252658251303004,2015,1,13589,DMD,19.9602
2016-11-07,18:10,NYISO,CONED,252658251303004,2016,1,13589,DMD,2.61554
2016-11-07,18:10,NYISO,CONED,255946326600018,2016,1,20112,DMD,2.09014
2016-11-07,18:10,NYISO,CONED,633156083801006,2015,1,9661,DMD,33.5137
2016-11-07,18:10,NYISO,CONED,633156083801006,2016,1,9661,DMD,12.0472
2016-11-07,18:10,NYISO,CONED,633168416000008,2015,1,2267,DMD,6.49401
2016-11-07,18:10,NYISO,CONED,633168416000008,2016,1,2267,DMD,2.98383
2016-11-07,18:10,NYISO,CONED,666388026000004,2016,1,15273,DMD,19.4579
2016-11-07,18:10,NYISO,CONED,666388026000004,2015,1,15273,DMD,10.3236
2016-11-07,18:10,NYISO,CONED,677610293500003,2015,1,6976,DMD,9.27716
2016-11-07,18:10,NYISO,CONED,677610293500003,2016,1,6976,DMD,5.73732
2016-11-07,18:10,NYISO,CONED,688160693501000,2015,1,18128,DMD,33.559
2016-11-07,18:10,NYISO,CONED,688160693501000,2016,1,18128,DMD,2.98131
2016-11-07,18:10,NYISO,CONED,688162728000008,2015,1,16105,DMD,36.764
2016-11-07,18:10,NYISO,CONED,688162728000008,2016,1,16105,DMD,2.64758
2016-11-07,18:10,NYISO,CONED,211755180100038,2015,2,4283,DMD,3.71086
2016-11-07,18:10,NYISO,CONED,211755180100038,2016,2,4283,DMD,3.20597
2016-11-07,18:10,NYISO,CONED,211755193700030,2015,2,4541,DMD,3.4672
2016-11-07,18:10,NYISO,CONED,211755193700030,2016,2,4541,DMD,3.43772
2016-11-07,18:10,NYISO,CONED,211762100100049,2015,9,7.3,DMD,6.1407
2016-11-07,18:10,NYISO,CONED,211762100100049,2016,9,7.3,DMD,5.48491
2016-11-07,18:10,NYISO,CONED,211762112100094,2016,9,13.6,DMD,7.6866
2016-11-07,18:10,NYISO,CONED,211578204800015,2015,9,37.3,DMD,24.6175
2016-11-07,18:10,NYISO,CONED,211578204800015,2016,9,37.3,DMD,19.3882
2016-11-07,18:10,NYISO,CONED,211704058880008,2016,1,51637,DMD,27.8597
2016-11-07,18:10,NYISO,CONED,211798344500024,2015,9,14.2,DMD,8.98716
2016-11-07,18:10,NYISO,CONED,211798344500024,2016,9,14.2,DMD,11.1376
2016-11-07,18:10,NYISO,CONED,402305251820004,2016,9,28.9,DMD,18.7986
2016-11-07,18:10,NYISO,CONED,402305251820004,2015,9,28.9,DMD,28.7592
2016-11-07,18:10,NYISO,CONED,402305251920002,2015,9,26.8,DMD,27.3676
2016-11-07,18:10,NYISO,CONED,402305251920002,2016,9,26.8,DMD,22.4334
2016-11-07,18:10,NYISO,CONED,233662394106005,2015,9,56.4,DMD,66.3317
2016-11-07,18:10,NYISO,CONED,233662394106005,2016,9,56.4,DMD,54.6774
2016-11-07,18:10,NYISO,CONED,301031155500011,2015,2,1342,DMD,6.36618
2016-11-07,18:10,NYISO,CONED,301031155500011,2016,2,1342,DMD,0.23656
2016-11-07,18:10,NYISO,CONED,301045384000023,2016,9,4240,DMD,0.79196
2016-11-07,18:10,NYISO,CONED,301045404200017,2015,9,32.3,DMD,36.7824
2016-11-07,18:10,NYISO,CONED,301045404200017,2016,9,32.3,DMD,6.71966
2016-11-07,18:10,NYISO,CONED,301215100500040,2015,9,43.1,DMD,66.0197
2016-11-07,18:10,NYISO,CONED,301215100500040,2016,9,43.1,DMD,47.9613
2016-11-07,18:10,NYISO,CONED,301215621700012,2015,2,3,DMD,0.
2016-11-07,18:10,NYISO,CONED,313125066810018,2015,9,17.1,DMD,19.9459
2016-11-07,18:10,NYISO,CONED,313125066810018,2016,9,17.1,DMD,7.95279
2016-11-07,18:10,NYISO,CONED,314269078520006,2015,9,47.2,DMD,40.8814
2016-11-07,18:10,NYISO,CONED,314269078520006,2016,9,47.2,DMD,48.4997
2016-11-07,18:10,NYISO,CONED,314531153700047,2015,9,37.6,DMD,41.5151
2016-11-07,18:10,NYISO,CONED,314531153700047,2016,9,37.6,DMD,16.688
2016-11-07,18:10,NYISO,CONED,314531154000033,2015,2,4591,DMD,5.33437
2016-11-07,18:10,NYISO,CONED,314531154000033,2016,2,4591,DMD,1.52769
2016-11-07,18:10,NYISO,CONED,555606017100002,2015,9,28,DMD,23.451
2016-11-07,18:10,NYISO,CONED,555606017100002,2016,9,28,DMD,11.6688
2016-11-07,18:10,NYISO,CONED,325083083025001,2015,9,12.4,DMD,14.1477
2016-11-07,18:10,NYISO,CONED,325083083025001,2016,9,12.4,DMD,10.6062
2016-11-07,18:10,NYISO,CONED,325329036000009,2015,9,20.8,DMD,23.1929
2016-11-07,18:10,NYISO,CONED,325329036000009,2016,9,20.8,DMD,11.4496
2016-11-07,18:10,NYISO,CONED,414029539000009,2015,2,5324,DMD,4.17472
2016-11-07,18:10,NYISO,CONED,414029539000009,2016,2,5324,DMD,1.38784
2016-11-07,18:10,NYISO,CONED,423141106505069,2015,2,5596,DMD,4.75455
2016-11-07,18:10,NYISO,CONED,423141106505069,2016,2,5596,DMD,4.47766
2016-11-07,18:10,NYISO,CONED,427015024500137,2016,9,15.6,DMD,1.74597
2016-11-07,18:10,NYISO,CONED,427015024500137,2015,9,15.6,DMD,9.35029
2016-11-07,18:10,NYISO,CONED,427015028500117,2015,9,10.9,DMD,7.90461
2016-11-07,18:10,NYISO,CONED,427015028500117,2016,9,10.9,DMD,3.86119
2016-11-07,18:10,NYISO,CONED,435105455000010,2016,2,2413,DMD,1.60367
2016-11-07,18:10,NYISO,CONED,435105455000010,2015,2,2413,DMD,1.73473
2016-11-07,18:10,NYISO,CONED,436025166500026,2016,2,3516,DMD,2.31881
2016-11-07,18:10,NYISO,CONED,436025166500026,2015,2,3516,DMD,2.8447
2016-11-07,18:10,NYISO,CONED,436031710500009,2015,9,5.3,DMD,6.84191
2016-11-07,18:10,NYISO,CONED,436031710500009,2016,9,5.3,DMD,3.73132
2016-11-07,18:10,NYISO,CONED,411211099000016,2015,9,9.7,DMD,11.4847
2016-11-07,18:10,NYISO,CONED,411211099000016,2016,9,9.7,DMD,1.28974
2016-11-07,18:10,NYISO,CONED,417031163000047,2015,9,9.4,DMD,10.7847
2016-11-07,18:10,NYISO,CONED,417031163000047,2016,9,9.4,DMD,2.62365
2016-11-07,18:10,NYISO,CONED,415031407500036,2015,9,23.9,DMD,13.24
2016-11-07,18:10,NYISO,CONED,415031407500036,2016,9,23.9,DMD,3.82838
2016-11-07,18:10,NYISO,CONED,433023360500044,2015,9,10.8,DMD,4.15646
2016-11-07,18:10,NYISO,CONED,433023360500044,2016,9,10.8,DMD,4.98277
2016-11-07,18:10,NYISO,CONED,441119143700065,2015,9,19.5,DMD,22.2652
2016-11-07,18:10,NYISO,CONED,441119143700065,2016,9,19.5,DMD,23.0381
2016-11-07,18:10,NYISO,CONED,443041089500028,2015,9,36.1,DMD,38.9641
2016-11-07,18:10,NYISO,CONED,443041089500028,2016,9,36.1,DMD,41.8324
2016-11-07,18:10,NYISO,CONED,443103053715014,2015,9,145.6,DMD,163.278
2016-11-07,18:10,NYISO,CONED,443103053715014,2016,9,145.6,DMD,42.1214
2016-11-07,18:10,NYISO,CONED,483423083000018,2015,9,100.8,DMD,94.3679
2016-11-07,18:10,NYISO,CONED,483423083000018,2016,9,100.8,DMD,15.7062
